"1" "2" "3" "4" "5" "6" "7" "8" "9"
"1" 0 37142.8611860282 43635.5400370064 21947.2205915933 30983.89920978 61865.0641365962 37206.8560775272 21728.597842363 23940.0167053873
"2" 37142.8611860282 0 20612.6190453699 42410.8051058398 48532.0043628257 96273.2371268125 73603.7054970303 58855.3231519293 45546.578170183
"3" 43635.5400370064 20612.6190453699 0 37665.3945929154 40072.4369336216 93535.2126542835 74896.6640399813 63952.7762457069 40259.3582565349
"4" 21947.2205915933 42410.8051058398 37665.3945929154 0 9113.38813519274 55959.9932581901 38335.8947143858 32196.3916155756 3158.04830243905
"5" 30983.89920978 48532.0043628257 40072.4369336216 9113.38813519274 0 54501.8908728414 41038.2632056144 38577.4311178368 7241.35332857379
"6" 61865.0641365962 96273.2371268125 93535.2126542835 55959.9932581901 54501.8908728414 0 26511.3440397201 44577.3442298708 53277.7103637135
"7" 37206.8560775272 73603.7054970303 74896.6640399813 38335.8947143858 41038.2632056144 26511.3440397201 0 18108.3321634406 36648.5415607394
"8" 21728.597842363 58855.3231519293 63952.7762457069 32196.3916155756 38577.4311178368 44577.3442298708 18108.3321634406 0 32006.8206930454
"9" 23940.0167053873 45546.578170183 40259.3582565349 3158.04830243905 7241.35332857379 53277.7103637135 36648.5415607394 32006.8206930454 0
